"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-15 ~ 2025-04-14"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"53","서울특별시 송파구 잠실동","175-1","0175","0001","위너스오피스텔II","29.1600","202504","14","20,000","9","개인","개인","1991","백제고분로 67","-","중개거래","서울 송파구"
"54","경기도 시흥시 정왕동","2697","2697","0000","시흥 MTV웨이브파크리움","25.5712","202504","14","11,800","5","개인","개인","2023","거북섬공원로 27","-","중개거래","경기 시흥시"
"55","서울특별시 송파구 가락동","99-3","0099","0003","제일오피스텔","30.2600","202504","14","19,300","8","개인","개인","1992","송파대로 260","-","중개거래","서울 송파구"
"56","서울특별시 송파구 문정동","652-4","0652","0004","힐스테이트에코문정","20.7900","202504","14","22,000","7","개인","개인","2018","법원로4길 10","-","직거래","-"
"57","서울특별시 송파구 문정동","639-5","0639","0005","힐스테이트에코송파","21.0640","202504","14","18,200","13","개인","개인","2017","정의로7길 13","-","중개거래","서울 송파구"
"58","서울특별시 강서구 마곡동","773-3","0773","0003","힐스테이트에코동익","24.5700","202504","14","20,800","15","개인","개인","2017"," ","-","중개거래","서울 강서구"
"59","경기도 성남시 중원구 도촌동","571","0571","0000","도촌파크오피스텔","59.3600","202504","14","20,000","5","개인","개인","2010","도촌로8번길 20","-","중개거래","경기 성남시 중원구"
"60","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","55.2700","202504","14","47,400","11","개인","개인","2004","백현로 105","-","중개거래","경기 성남시 분당구"
"61","경기도 성남시 분당구 수내동","4-2","0004","0002","두산위브센티움Ⅰ","44.0100","202504","14","27,500","7","개인","개인","2003","수내로 38","-","중개거래","경기 성남시 분당구"
"62","인천광역시 미추홀구 주안동","1584-1","1584","0001","스페이스이모션오피스텔","26.5200","202504","14","4,400","4","개인","개인","2002","구월로 30","20250415","중개거래","인천 미추홀구"
"63","경기도 군포시 산본동","1123-2","1123","0002","인베스텔","36.2600","202504","14","12,900","12","개인","개인","2003","산본천로 62","-","중개거래","경기 군포시"
"64","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","25.0800","202504","14","22,000","15","개인","개인","2015"," ","-","중개거래","경기 성남시 분당구"
"65","서울특별시 영등포구 당산동4가","1-2","0001","0002","코오롱 스타폴리스","40.2800","202504","14","25,000","3","개인","개인","2005","영신로 219","-","중개거래","서울 영등포구"
"66","경기도 수원시 권선구 금곡동","1115-3","1115","0003","로얄팰리스3차","49.2484","202504","14","15,000","2","개인","개인","2019","금곡로 229","-","직거래","-"
"67","인천광역시 계양구 계산동","967-14","0967","0014","아크로팰리스","83.6000","202504","14","43,000","11","개인","법인","2023","계산로103번길 4","-","직거래","-"
"68","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","80.0000","202504","14","60,000","16","법인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"69","경기도 김포시 운양동","1297-1","1297","0001","한강베네치아","26.7000","202504","14","5,700","5","개인","개인","2013","김포한강11로 288-5","-","중개거래","경기 김포시, 서울 강남구"
"70","서울특별시 강서구 마곡동","739-2","0739","0002","우성르보아투","20.2400","202504","14","12,400","8","개인","개인","2015"," ","-","중개거래","서울 강서구"
"71","경기도 하남시 망월동","1099","1099","0000","하남미사 롯데캐슬 스타","21.3100","202504","14","14,500","11","개인","개인","2019","미사강변중앙로 190","-","중개거래","경기 하남시"
"72","세종특별자치시  나성동","756","0756","0000","리치먼드시티세종","26.1800","202504","14","13,800","6","개인","개인","2020","한누리대로 320","-","중개거래","세종"
"73","경상남도 창원시 성산구 중앙동","96-3","0096","0003","라큐비","23.4000","202504","14","6,950","20","개인","개인","2015","중앙대로83번길 8","-","중개거래","경남 창원시 성산구"
"74","경기도 성남시 분당구 금곡동","161","0161","0000","천사의도시 오피스텔","31.7800","202504","14","17,900","7","개인","개인","2004","성남대로 165","-","중개거래","경기 성남시 분당구"
"75","서울특별시 강동구 명일동","46-3","0046","0003","고덕역 대명벨리온","21.3124","202504","14","18,000","11","개인","개인","2021","고덕로 266","-","중개거래","서울 강동구"
"76","경기도 성남시 분당구 금곡동","210","0210","0000","코오롱트리폴리스Ⅰ","155.6600","202504","14","115,000","17","개인","개인","2001","정자일로 1","-","중개거래","경기 성남시 분당구"
"77","대전광역시 유성구 관평동","802","0802","0000","(802)","27.2244","202504","14","10,100","14","개인","개인","2021","테크노중앙로 47","-","중개거래","대전 유성구"
"78","대구광역시 중구 남산동","3043","3043","0000","반월당역 서한포레스트","67.3172","202504","14","23,500","17","개인","기타","2022","중앙대로67길 11","-","중개거래","대구 중구"
"79","경기도 군포시 산본동","1123-2","1123","0002","인베스텔","22.3400","202504","14","9,300","5","개인","개인","2003","산본천로 62","-","중개거래","경기 군포시"
"80","부산광역시 기장군 정관읍 매학리","718-1","0718","0001","우성스마트시티","27.1612","202504","14","3,900","3","개인","개인","2012","정관6로 3","-","중개거래","부산 기장군"
"81","부산광역시 기장군 정관읍 매학리","718-1","0718","0001","우성스마트시티","27.1612","202504","14","4,250","13","개인","개인","2012","정관6로 3","-","중개거래","부산 기장군"
"82","경기도 안양시 동안구 관양동","1591","1591","0000","평촌아크로타워","104.6800","202504","14","79,500","37","개인","개인","2007","시민대로 230","-","중개거래","경기 안양시 동안구"
"83","서울특별시 강동구 천호동","449-49","0449","0049","힐탑프라자","20.4800","202504","14","9,100","16","개인","개인","1994","천호대로 1073","-","중개거래","서울 강동구"
"84","서울특별시 서초구 서초동","1327-27","1327","0027","강남역 한화오벨리스크","33.5750","202504","14","24,000","3","법인","개인","2003","서초대로74길 27","-","중개거래","서울 서초구"
"85","경기도 하남시 망월동","1099-1","1099","0001","힐스테이트 미사역 그랑파사쥬(11-1BL)","22.3486","202504","14","15,962","23","개인","개인","2020","미사강변중앙로 180","-","중개거래","경기 하남시"
"86","경기도 화성시 오산동","976-3","0976","0003","여울시티1","18.9400","202504","14","13,000","6","개인","법인","2021"," ","-","직거래","-"
"87","경기도 고양시 일산서구 대화동","2219","2219","0000","하이투모로 오피스텔","26.6200","202504","14","10,400","3","개인","개인","2015"," ","-","중개거래","경기 고양시 일산서구"
"88","부산광역시 서구 암남동","236-3","0236","0003","송도비치텔","16.1700","202504","14","2,600","7","개인","개인","1996","충무대로34번길 47","-","직거래","-"
"89","서울특별시 중구 쌍림동","106-14","0106","0014","남산 오렌지카운티","18.4900","202504","14","23,500","4","개인","개인","2020","동호로 318","-","중개거래","서울 중구"
"90","서울특별시 동작구 대방동","394-5","0394","0005","(394-5)","19.7400","202504","14","9,900","7","개인","개인","2003","대방동1길 1","-","중개거래","서울 동작구"
"91","부산광역시 동구 초량동","1226","1226","0000","범양레우스 센트럴베이","28.6890","202504","14","8,050","7","개인","개인","2020"," ","-","중개거래","부산 동구"
"92","서울특별시 강서구 등촌동","63-12","0063","0012","어위쉬 예다인","80.8400","202504","14","51,500","8","개인","개인","2008","양천로 452","-","중개거래","서울 강서구"
"93","부산광역시 연제구 연산동","1288-21","1288","0021","태안아파트","23.2000","202504","14","4,500","5","개인","개인","2003","중앙대로1075번길 26","-","중개거래","부산 연제구"
"94","경상북도 포항시 북구 죽도동","135-55","0135","0055","죽도세미아트리움","84.8240","202504","14","17,800","7","개인","개인","2016","중앙로245번길 12","-","중개거래","경북 포항시 북구"
"95","경기도 고양시 일산동구 백석동","1318","1318","0000","비잔티움일산1단지","75.2500","202504","14","28,000","8","개인","개인","2004","호수로 340-38","-","중개거래","경기 고양시 일산동구"
"96","서울특별시 영등포구 여의도동","11-11","0011","0011","한서리버파크","32.8900","202504","14","32,500","9","개인","법인","1991","여의서로 43","-","중개거래","서울 영등포구"
"97","서울특별시 도봉구 창동","338","0338","0000","창동신원리베르텔","37.3100","202504","14","16,400","7","개인","개인","2003","노해로 341","-","중개거래","서울 도봉구"
"98","전라남도 해남군 해남읍 해리","380-4","0380","0004","오피스텔","37.1000","202504","14","5,500","8","개인","개인","2004","교육청길 60","-","중개거래","전남 해남군"
"99","전라남도 해남군 해남읍 해리","380-4","0380","0004","오피스텔","37.1000","202504","14","5,500","5","개인","개인","2004","교육청길 60","-","중개거래","전남 해남군"
"100","전라남도 해남군 해남읍 해리","380-4","0380","0004","오피스텔","37.1000","202504","14","5,500","10","개인","개인","2004","교육청길 60","-","중개거래","전남 해남군"
"101","전라남도 해남군 해남읍 해리","380-4","0380","0004","오피스텔","37.1000","202504","14","5,500","9","개인","개인","2004","교육청길 60","-","중개거래","전남 해남군"
"102","강원특별자치도 원주시 반곡동","1905-1","1905","0001","이노팰리스","26.0607","202504","14","7,500","14","법인","개인","2016","미래로 39","-","중개거래","강원 원주시"
"103","부산광역시 부산진구 전포동","881-5","0881","0005","더블루 오피스텔","28.7600","202504","14","6,750","8","개인","개인","2012","전포대로171번길 26","-","중개거래","부산 부산진구"
"104","경기도 부천시 원미구 중동","1141-3","1141","0003","신중동역 헤리움 메트로타워","31.0668","202504","14","20,700","24","개인","개인","2018"," 284","-","중개거래","경기 부천시 원미구"
"105","경기도 고양시 일산동구 장항동","752-1","0752","0001","호수그린오피스텔","44.8500","202504","14","15,500","13","개인","개인","2000","무궁화로 8-38","-","중개거래","경기 고양시 일산동구"
"106","전라남도 해남군 해남읍 해리","380-4","0380","0004","오피스텔","37.1000","202504","14","5,500","9","개인","개인","2004","교육청길 60","-","중개거래","전남 해남군"
"107","경기도 부천시 원미구 중동","1120","1120","0000","포 이 베","73.8800","202504","14","39,900","4","개인","법인","2022"," 18","-","직거래","-"
"108","인천광역시 부평구 부평동","203-1","0203","0001","마루","71.0600","202504","13","19,300","6","개인","개인","2016","부평대로64번길 14","-","중개거래","인천 부평구"
"109","인천광역시 미추홀구 숭의동","185-5","0185","0005","아이엔뷰","84.4300","202504","13","19,000","8","개인","개인","2016"," 62-13","-","중개거래","인천 미추홀구"
"110","인천광역시 부평구 부평동","452-11","0452","0011","블루밍아파트A동","59.8100","202504","13","19,000","11","개인","개인","2016","장제로76번길 21","-","중개거래","인천 부평구"
"111","울산광역시 남구 신정동","526-10","0526","0010","미소드리움아파트","43.9470","202504","13","14,000","18","개인","개인","2018","봉월로 144","-","중개거래","울산 남구"
"112","경기도 안산시 단원구 선부동","1076-21","1076","0021","메이퀸","27.1300","202504","13","11,000","4","개인","개인","2014","선부광장1로 92","-","중개거래","경기 안산시 단원구"
"113","인천광역시 서구 청라동","152-2","0152","0002","청라레이크뷰","36.9700","202504","13","13,000","12","개인","개인","2016","크리스탈로 94","-","중개거래","인천 서구"
"114","경기도 고양시 덕양구 행신동","712-1","0712","0001","행신동센스빌","22.4000","202504","13","6,500","4","개인","개인","2002","무원로 22","-","중개거래","경기 고양시 덕양구"
"115","경기도 고양시 덕양구 동산동","368","0368","0000","e편한세상 시티 삼송3차","57.9189","202504","13","40,000","15","개인","개인","2019","동송로 23-28","-","중개거래","경기 고양시 덕양구"
"116","서울특별시 영등포구 문래동6가","29","0029","0000","신일아르디세","100.2500","202504","13","59,450","9","개인","개인","2005","선유로17길 24","-","중개거래","서울 영등포구"
"117","경기도 고양시 일산서구 대화동","2701","2701","0000","힐스테이트 일산","84.0570","202504","13","63,500","18","개인","개인","2019","킨텍스로 217-21","-","중개거래","경기 고양시 일산서구"
"118","경상북도 안동시 풍천면 갈전리","1635","1635","0000","소담헌오피스텔","17.7000","202504","13","4,000","5","개인","개인","2016","천년숲서로 43-14","-","중개거래","경북 안동시"
"119","부산광역시 해운대구 중동","1510-18","1510","0018","달맞이펜트하우스","49.2200","202504","12","12,300","3","개인","개인","2002","달맞이길117번길 17-22","-","중개거래","부산 해운대구"
"120","경상남도 창원시 성산구 상남동","75-2","0075","0002","엠케이오피스텔","23.7250","202504","12","7,500","13","개인","개인","2016","중앙대로 94","-","중개거래","경남 창원시 성산구"
"121","인천광역시 부평구 부평동","738-43","0738","0043","e편한세상시티 부평역","23.1300","202504","12","13,000","18","개인","개인","2023","경원대로1344번길 34","-","직거래","-"
"122","경기도 성남시 분당구 정자동","16-2","0016","0002","정자동2차푸르지오시티","29.9900","202504","12","26,500","20","개인","법인","2013","정자일로 197","-","중개거래","경기 성남시 분당구"
"123","서울특별시 양천구 목동","907-10","0907","0010","현대파리지앙","33.8800","202504","12","20,000","7","개인","개인","2004","목동서로 57","-","직거래","-"
"124","부산광역시 강서구 명지동","3432-3","3432","0003","부산명지 대방디엠시티 센텀오션2차","27.1972","202504","12","9,400","9","개인","개인","2021","명지국제6로 107","-","중개거래","부산 강서구"
"125","경기도 수원시 영통구 하동","1014","1014","0000","광교 힐스테이트 레이크","84.8300","202504","12","63,800","9","개인","법인","2015"," ","-","중개거래","경기 수원시 영통구"
"126","서울특별시 서초구 서초동","1623-3","1623","0003","피앤디 솔로빌","15.7600","202504","12","12,500","2","개인","개인","2005","서초중앙로 58","-","중개거래","서울 서초구"
"127","부산광역시 사하구 당리동","310-28","0310","0028","그린빌","24.7000","202504","12","3,300","2","개인","개인","2003","승학로31번길 2","-","중개거래","부산 사하구"
"128","서울특별시 양천구 목동","917","0917","0000","목동파라곤","103.7100","202504","12","195,000","15","개인","개인","2004","목동서로 155","-","중개거래","서울 양천구"
"129","경기도 하남시 학암동","661","0661","0000","위례 효성해링턴 타워","24.2000","202504","12","15,450","12","개인","개인","2016","위례대로 190","-","중개거래","경기 하남시"
"130","부산광역시 해운대구 우동","1435-3","1435","0003","한일오르듀","39.2863","202504","12","12,500","6","개인","개인","2005","마린시티3로 37","-","중개거래","부산 해운대구"
"131","부산광역시 연제구 연산동","588-6","0588","0006","경보이리스힐 오피스텔","26.1000","202504","12","4,200","3","개인","개인","2013","중앙대로1134번길 34","-","중개거래","부산 연제구"
"132","서울특별시 광진구 자양동","2-2","0002","0002","건대입구역자이엘라","18.1246","202504","12","33,200","11","개인","개인","2022","능동로 87","-","중개거래","서울 광진구"
"133","서울특별시 마포구 아현동","737","0737","0000","마포 에스케이 허브 블루","34.9520","202504","12","21,500","3","개인","개인","2006","마포대로 204","-","중개거래","서울 마포구"
"134","서울특별시 동대문구 장안동","374-1","0374","0001","장안현대벤처빌","57.5000","202504","12","28,000","19","개인","개인","2004","장한로 85","-","중개거래","서울 동대문구"
"135","경기도 의정부시 의정부동","496-3","0496","0003","동양레쉬빌II","31.9800","202504","12","9,500","11","개인","개인","2005","신흥로240번길 26","-","중개거래","경기 의정부시"
"136","서울특별시 광진구 화양동","21-23","0021","0023","케이타워 오피스텔 A","19.9300","202504","12","12,500","2","법인","개인","2013","광나루로14길 8","-","중개거래","서울 광진구"
"137","충청남도 아산시 배방읍 장재리","1739","1739","0000","천안아산역 더리브","77.3300","202504","12","25,000","6","개인","개인","2021","연화로 99","-","중개거래","충남 아산시"
"138","충청남도 천안시 서북구 성정동","1274","1274","0000","시떼베르오피스텔","25.0200","202504","12","3,500","6","개인","개인","2004","성정공원6길 1-4","-","중개거래","충남 천안시 서북구"
"139","서울특별시 중구 황학동","808","0808","0000","올리브1","25.0500","202504","12","12,900","13","개인","개인","2004","난계로 163","-","중개거래","서울 중구"
"140","서울특별시 광진구 자양동","2-2","0002","0002","건대입구역자이엘라","18.5996","202504","12","32,500","13","개인","개인","2022","능동로 87","-","중개거래","서울 광진구"
"141","서울특별시 구로구 신도림동","432-1","0432","0001","신도림 에스케이뷰","85.9200","202504","12","73,250","4","개인","개인","2006","경인로 638","-","중개거래","서울 구로구"
"142","충청남도 천안시 서북구 두정동","1500","1500","0000","스타펠리스","31.9800","202504","12","5,500","6","개인","개인","2004","두정로 236","-","중개거래","충남 천안시 서북구"
"143","경기도 수원시 영통구 원천동","605","0605","0000","더샵 광교레이크시티","71.0819","202504","12","73,500","4","개인","개인","2022","광교호수공원로 20","20250417","중개거래","경기 수원시 영통구"
"144","충청남도 천안시 서북구 두정동","1500","1500","0000","스타펠리스","32.2800","202504","12","5,500","7","개인","개인","2004","두정로 236","-","중개거래","충남 천안시 서북구"
"145","인천광역시 남동구 간석동","617-23","0617","0023","파크원","59.6000","202504","12","16,000","13","개인","개인","2017"," ","-","중개거래","인천 남동구"
"146","경기도 화성시 오산동","982-1","0982","0001","이너매스여울숲","18.2000","202504","12","11,500","10","개인","개인","2021","동탄감배산로 124-6","-","중개거래","경기 화성시"
"147","서울특별시 금천구 가산동","233-5","0233","0005","가산센트럴 푸르지오시티","17.6200","202504","12","12,500","17","개인","개인","2020","디지털로10길 69","-","중개거래","서울 금천구"
"148","경기도 하남시 망월동","1105","1105","0000","해링턴타워 레이크파크","21.4242","202504","12","12,250","7","개인","개인","2019","미사강변중앙로 174","-","중개거래","경기 하남시"
"149","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","22.2000","202504","12","17,000","3","개인","개인","2017"," ","-","중개거래","서울 강서구"
